listing_id,title,before_asset,current_asset,final_asset,required_visual_subject,observed_visual_subject,trust_class,precedence_result,pass_fail,rationale
5b3bee90-9d50-4f1d-bc37-ffd197690c19,Cannabis Biomass — Bulk Opportunity,representative/v2/hemp-biomass.png,representative/v6/biomass.png,representative/v6/biomass.png,bulk dried botanical biomass material,"bulk dried chopped botanical biomass in lined tote, stainless sample tray and sealed bulk sack",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
0097cc5c-a36f-4242-a795-8f2f19ca239e,Cannabis M&A and Commercial Due Diligence,representative/v2/advisory-services.png,representative/v2/advisory-services.png,representative/v2/advisory-services.png,professional advisory/compliance work context,"professional advisory workstation with laptop, documents and compliance-review materials",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
ac89316f-a833-406b-9da6-cc23205880b3,Cannabis Nutrient Line — Bloom Base A/B (20L Jug),representative/v2/cultivation-inputs.png,representative/v2/cultivation-inputs.png,representative/v2/cultivation-inputs.png,commercial cultivation nutrient inputs,commercial cultivation inputs including nutrient containers and propagation-support materials,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
10c0d4ab-67f7-4478-816a-8f8469c8a182,Cannabis Nutrient Line — Grow Base A/B (20L Jug),representative/v2/cultivation-inputs.png,representative/v2/cultivation-inputs.png,representative/v2/cultivation-inputs.png,commercial cultivation nutrient inputs,commercial cultivation inputs including nutrient containers and propagation-support materials,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
c74ccc6d-5445-410e-a3b9-166fdc41e242,"Cannabis Oil Capsules — TGA Compliant, Australia",representative/v3/capsules.png,representative/v3/capsules.png,representative/v3/capsules.png,finished pharmaceutical capsule product and neutral packaging,pharmaceutical capsules with neutral bottle and carton packaging,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
6f74372c-af80-44c3-9087-d2b798b68d42,Cannabis Potency & Contaminants Testing — Licensed Lab,representative/v2/lab-qa.png,representative/v6/lab-testing-instrumentation.png,representative/v6/lab-testing-instrumentation.png,analytical laboratory testing/instrumentation,"analytical testing station with HPLC/autosampler, GC-MS-style instrument, vials and blank monitor",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
a883b2cc-1b16-4dda-988a-77073a56b18c,Cannabis Regulatory Affairs — Market Access Advisory,representative/v2/advisory-services.png,representative/v2/advisory-services.png,representative/v2/advisory-services.png,professional advisory/compliance work context,"professional advisory workstation with laptop, documents and compliance-review materials",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
5ba2e44f-e119-4471-91b3-47a061036d42,CBD Isolate 98%+ — UK Wholesale,representative/v3/extract-isolate.png,representative/v3/extract-isolate.png,representative/v3/extract-isolate.png,extract/isolate/distillate product class,"neutral containers holding representative extract, distillate and isolate product forms",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
bf92a3c3-56d5-4c97-b38d-66e0594ed354,Child-Resistant Mylar Pouch — 14g (Matte Black),representative/v2/packaging-pouches.png,representative/v2/packaging-pouches.png,representative/v2/packaging-pouches.png,child-resistant pouch/exit-bag packaging,assortment of blank child-resistant stand-up pouches and exit-bag formats,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
604d5bd1-7910-4ec1-8b05-8f92ebc7ffef,Child-Resistant Mylar Pouch — 28g / 1oz (Matte Black),representative/v2/packaging-pouches.png,representative/v2/packaging-pouches.png,representative/v2/packaging-pouches.png,child-resistant pouch/exit-bag packaging,assortment of blank child-resistant stand-up pouches and exit-bag formats,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
53b81354-d512-4d6b-9e62-f5846a1b6b4e,Child-Resistant Mylar Pouch — 3.5g (Matte Black),representative/v2/packaging-pouches.png,representative/v2/packaging-pouches.png,representative/v2/packaging-pouches.png,child-resistant pouch/exit-bag packaging,assortment of blank child-resistant stand-up pouches and exit-bag formats,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
ff824d6d-fac1-4904-8197-eb8100338dc3,Child-Resistant Mylar Pouch — 7g (Matte Black),representative/v2/packaging-pouches.png,representative/v2/packaging-pouches.png,representative/v2/packaging-pouches.png,child-resistant pouch/exit-bag packaging,assortment of blank child-resistant stand-up pouches and exit-bag formats,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
d622b3d0-92eb-49ae-879d-c8a8aaa27c3e,"Child-Resistant Mylar Pouches — Custom Print, All Sizes (China)",representative/v2/packaging-pouches.png,representative/v2/packaging-pouches.png,representative/v2/packaging-pouches.png,child-resistant pouch/exit-bag packaging,assortment of blank child-resistant stand-up pouches and exit-bag formats,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
8ee6b72a-0da9-495f-a242-eaa85b9b3f00,"Child-Resistant Packaging — EU Specification, Stock Lot",representative/v4/mixed-packaging-suite.png,representative/v4/mixed-packaging-suite.png,representative/v4/mixed-packaging-suite.png,"materially representative visual of the listing product, equipment, facility or service class",mixed child-resistant primary and secondary packaging suite,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
6c0b4dbf-54db-4e2c-bfcb-2adf19544385,"Child-Resistant Pouches — Custom Print, MOQ 50k Units",representative/v2/packaging-pouches.png,representative/v2/packaging-pouches.png,representative/v2/packaging-pouches.png,child-resistant pouch/exit-bag packaging,assortment of blank child-resistant stand-up pouches and exit-bag formats,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
e2628d53-e0aa-4b27-ad1f-d5af2ed4b30a,Child-Resistant Stand-Up Pouches & Exit Bags (China),representative/v2/packaging-pouches.png,representative/v2/packaging-pouches.png,representative/v2/packaging-pouches.png,child-resistant pouch/exit-bag packaging,assortment of blank child-resistant stand-up pouches and exit-bag formats,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
11eecb63-7e8d-4906-bf71-6f542c95c2dd,Cloning Gel (1L Bottle),representative/v4/cloning-gel.png,representative/v4/cloning-gel.png,representative/v4/cloning-gel.png,cloning/propagation gel,neutral cloning/propagation gel bottle and propagation accessories,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
7cbd53a8-75cf-43af-8dc3-03f2f03fd67a,CO₂ Extraction Equipment — Canada,representative/v5/co2-extraction-system.png,representative/v5/co2-extraction-system.png,representative/v5/co2-extraction-system.png,commercial supercritical CO2 extraction equipment,"commercial supercritical CO2 extraction skid with stainless pressure vessels, gauges, piping and controls",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
7931471f-3037-42f2-987c-6a60c722ceff,CO₂ Extraction Line — Apeks 5L SCFX,representative/v5/co2-extraction-system.png,representative/v6/co2-5l-extractor.png,representative/v6/co2-5l-extractor.png,compact pilot-scale supercritical CO2 extraction equipment,"compact pilot-scale supercritical CO2 extraction skid with pressure vessels, gauges and control cabinet",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
243f3174-2fd9-4618-9487-bbf3d95164ce,"Coco Coir Grow Media (Compressed Bale, 50L Expanded)",representative/v3/grow-media-propagation.png,representative/v3/grow-media-propagation.png,representative/v3/grow-media-propagation.png,cultivation substrate/grow media,"compressed grow medium, propagation cubes and tray-based substrate supplies",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
2c01b346-f89a-41d3-b20c-f4c292e1e635,Commercial Automated Pre-Roll Machine,representative/v4/pre-roll-machine.png,representative/v4/pre-roll-machine.png,representative/v4/pre-roll-machine.png,automated pre-roll production machine,automated pre-roll production/filling machinery,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
0122f5e3-40ec-4305-977a-737c1fc04688,Commercial Greenhouse Environmental Control System,representative/v3/cultivation-hardware.png,representative/v3/cultivation-hardware.png,representative/v3/cultivation-hardware.png,cultivation irrigation/environmental-control hardware,"commercial irrigation/environmental-control hardware with tubing, controller and propagation dome",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
551f25b3-a851-4460-943c-3eacd07667f6,Commercial LED Grow Light Bar — 640W Full-Spectrum,representative/v2/grow-lighting.png,representative/v2/grow-lighting.png,representative/v2/grow-lighting.png,commercial horticultural LED lighting,"commercial horticultural LED lighting bars, suspension and power components",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
40be3939-83ff-4684-808c-4855bda6b7d2,"Commercial LED Grow System — 200 Lights, Decommissioned",representative/v2/grow-lighting.png,representative/v2/grow-lighting.png,representative/v2/grow-lighting.png,commercial horticultural LED lighting,"commercial horticultural LED lighting bars, suspension and power components",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
87695f8a-3af6-4ceb-aa77-850b465cccbb,Compact Automated Pre-Roll Machine,representative/v4/pre-roll-machine.png,representative/v4/pre-roll-machine.png,representative/v4/pre-roll-machine.png,automated pre-roll production machine,automated pre-roll production/filling machinery,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
13f2bbf4-bd74-4dae-964b-2c0c34ab8d38,Compliant Pre-Roll Packaging — Licensed Market Formats,representative/v4/pre-roll-packaging.png,representative/v4/pre-roll-packaging.png,representative/v4/pre-roll-packaging.png,pre-roll child-resistant packaging,"pre-roll tubes, slider box and related child-resistant packaging",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
83020632-436e-4a7e-ae70-079e30b0582b,"Concentrate Glass Jars — Silicone Lid, 5ml–50ml (China)",representative/v3/glass-jars.png,representative/v3/glass-jars.png,representative/v3/glass-jars.png,glass jar packaging,assortment of small glass concentrate and dispensary jars with child-resistant lids,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
026fc061-2e40-4304-a36a-936ba23d6397,"CR Dispensary Exit Bag (Opaque, Blank)",representative/v2/packaging-pouches.png,representative/v2/packaging-pouches.png,representative/v2/packaging-pouches.png,child-resistant pouch/exit-bag packaging,assortment of blank child-resistant stand-up pouches and exit-bag formats,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
130ad019-a165-4a19-9f46-77d41332d57e,CR Edible Multi-Cavity Blister Card (10 x 1mg),representative/v3/edible-packaging.png,representative/v3/edible-packaging.png,representative/v3/edible-packaging.png,edible-dose child-resistant packaging,"blank edible-dose packaging including blister, pouch and carton formats",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
915fdbb4-6df4-4a1e-ba61-1898c63bc1a1,CR Edible Single-Serving Stand-Up Pouch (10mg),representative/v3/edible-packaging.png,representative/v3/edible-packaging.png,representative/v3/edible-packaging.png,edible-dose child-resistant packaging,"blank edible-dose packaging including blister, pouch and carton formats",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
cb1c12f4-6901-4dc9-8169-d214b39dc35b,CR Glass Concentrate Jar — 5mL,representative/v3/glass-jars.png,representative/v3/glass-jars.png,representative/v3/glass-jars.png,"materially representative visual of the listing product, equipment, facility or service class",assortment of small glass concentrate and dispensary jars with child-resistant lids,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
be428be2-212e-46b4-8a92-5d846639dccc,"CR Glass Jar — 30mL (3.5g, Matte Black)",representative/v3/glass-jars.png,representative/v3/glass-jars.png,representative/v3/glass-jars.png,glass jar packaging,assortment of small glass concentrate and dispensary jars with child-resistant lids,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
9cd102a2-1f5a-4fed-8b88-279fe22f5769,"CR Glass Jar — 60mL (7g, Matte Black)",representative/v3/glass-jars.png,representative/v3/glass-jars.png,representative/v3/glass-jars.png,glass jar packaging,assortment of small glass concentrate and dispensary jars with child-resistant lids,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
256ca3c4-36c0-4ffb-b27d-1ee79b0af506,CR Outer Carton for Edible Pouch (Health Warning Panel),representative/v3/edible-packaging.png,representative/v3/edible-packaging.png,representative/v3/edible-packaging.png,edible-dose child-resistant packaging,"blank edible-dose packaging including blister, pouch and carton formats",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
60bb17d2-5a27-4aab-aa3e-4e12059e69e0,CR Pop-Top Plastic Jar — 13 Dram,representative/v4/plastic-jars.png,representative/v4/plastic-jars.png,representative/v4/plastic-jars.png,plastic child-resistant jar,assortment of blank child-resistant plastic jar formats,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
7b924897-8f64-4164-aca3-6dccdf1d526c,CR Silicone Concentrate Container — 5mL (Opaque),representative/v4/silicone-containers.png,representative/v4/silicone-containers.png,representative/v4/silicone-containers.png,silicone concentrate container,small opaque silicone concentrate containers with lids,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
ea6d3478-e832-4279-b286-a1c725cff264,CR Tincture Bottle — 10mL Amber Glass w/ Dropper,representative/v3/tincture-packaging.png,representative/v3/tincture-packaging.png,representative/v3/tincture-packaging.png,tincture bottle/dropper packaging,"amber tincture bottles, droppers and related neutral primary packaging",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
2d47c860-985a-45b5-9246-91187445a229,CR Tincture Bottle — 30mL Amber Glass w/ Dropper,representative/v3/tincture-packaging.png,representative/v3/tincture-packaging.png,representative/v3/tincture-packaging.png,tincture bottle/dropper packaging,"amber tincture bottles, droppers and related neutral primary packaging",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
69687531-3460-4a69-8c14-e1c0d134b610,"CR Topical Jar — 50g (Opaque, CR Lid)",representative/v3/topical-packaging.png,representative/v3/topical-packaging.png,representative/v3/topical-packaging.png,topical-product packaging,"topical jar, pump bottle and stick/tube packaging formats",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
68ca9993-4ce9-43e8-890e-a8376f4a8803,CR Topical Pump Bottle — 100mL,representative/v3/topical-packaging.png,representative/v3/topical-packaging.png,representative/v3/topical-packaging.png,topical-product packaging,"topical jar, pump bottle and stick/tube packaging formats",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
6e23638a-0567-4e5d-9c9f-f87e99830cc6,CR Topical Stick / Tube (Deodorant-Style),representative/v3/topical-packaging.png,representative/v3/topical-packaging.png,representative/v3/topical-packaging.png,topical-product packaging,"topical jar, pump bottle and stick/tube packaging formats",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
f7af8d55-aa85-4566-8a56-b479740be2df,CR Vape Cartridge Box — 510 Push-Turn (Single),representative/v4/vape-packaging.png,representative/v4/vape-packaging.png,representative/v4/vape-packaging.png,vape-cartridge packaging,blank vape-cartridge box and tube packaging formats,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
b2a118d6-7e93-4310-9d70-7781aa90329a,CR Vape Cartridge Tube — 95mm Press-Button (Recyclable Cardboard),representative/v4/vape-packaging.png,representative/v4/vape-packaging.png,representative/v4/vape-packaging.png,vape-cartridge packaging,blank vape-cartridge box and tube packaging formats,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
dea59cb0-4fcc-4e63-a76d-e30d33328c15,Cross-Border Cannabis Logistics — Controlled Substance Routing,representative/v2/warehouse-logistics.png,representative/v2/warehouse-logistics.png,representative/v2/warehouse-logistics.png,warehouse/logistics and controlled distribution context,"warehouse and temperature-controlled logistics containers, tote and pallet-handling supplies",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
5d1acb78-85bb-4f84-8f0e-85c2245acba2,Cultivation Facility Equipment Package,representative/v4/cultivation-facility.png,representative/v4/cultivation-facility.png,representative/v4/cultivation-facility.png,commercial cultivation facility/fit-out,commercial indoor cultivation room/facility fit-out with benches and cultivation infrastructure,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
0ea40b97-526b-4932-8a15-373e6f3015ae,Digital Compliance Scale (0.01g Precision),representative/v3/precision-scale.png,representative/v3/precision-scale.png,representative/v3/precision-scale.png,precision digital scale,bench-top digital precision compliance scale,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
dc58f415-e482-4177-82b1-1f07a5d32aa9,Distillation & Purification Train — Short-Path & Wiped-Film,representative/v5/co2-extraction-system.png,representative/v6/distillation-purification-train.png,representative/v6/distillation-purification-train.png,combined short-path and wiped-film distillation/purification equipment,integrated short-path and wiped-film vacuum distillation/purification process train,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
fdbf51f2-8fb8-4cb6-b70e-5418fc0d5e86,Distressed Cannabis Inventory — Confidential Review,representative/v5/confidential-inventory.png,representative/v5/confidential-inventory.png,representative/v5/confidential-inventory.png,neutral confidential wholesale inventory,neutral assortment of sealed wholesale inventory packaging without product-specific claims,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
